,Long,Lat,title,datastreamName,datastreamDescription,observationType,unitOfCategory,phenomenonTime,resultTime,result,submitTime,imageStatus,parameters,licenseName,licenseURI,attributionDataSource,attributionDataAggregator,validationStatus,validationMethod,validationResult,qualityDescription,qualityGrade,observedPropertyName,observedPropertyDescription,observedPropertyDefinition,sensorName,sensorDescription,sensorEncodingType,sensorMetadata,locationName,locationDescription,locationEncodingType,latitude,longitude,volunteerName,volunteerDescription,volunteerProperties,featureName,featureDescription,featureEncodingType,featureLocation,type,coordinates
10,2.39056,6.37411,GLOBE Observer Mosquito Habitats,Moquito Habitats 51262501,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/30/2020 11:25,9/30/2020 0:00,https://data.globe.gov/system/photos/2020/09/30/1932567/original.jpg,6/28/2022 14:39,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 51262501,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH326046,218015,GeoJSON,6.374110222,2.390559912,User: 51262501,University of Abomey Calavi,still: lake/pond/swamp,31NDH326046,218015,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.37411', 'location.locationDetails.stationaryProperties.longitude': '2.39056'}",Point,"['2.39056', '6.37411']"
11,2.42673,6.37235,GLOBE Observer Mosquito Habitats,Moquito Habitats 51262501,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/21/2020 16:30,9/21/2020 0:00,https://data.globe.gov/system/photos/2020/09/21/1911041/original.jpg,6/28/2022 14:39,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 51262501,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH366044,216778,GeoJSON,6.372350216,2.426729918,User: 51262501,University of Abomey Calavi,container: artificial,31NDH366044,216778,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.37235', 'location.locationDetails.stationaryProperties.longitude': '2.42673'}",Point,"['2.42673', '6.37235']"
12,2.39328,6.37412,GLOBE Observer Mosquito Habitats,Moquito Habitats 51262501,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/3/2020 10:13,9/3/2020 0:00,https://data.globe.gov/system/photos/2020/09/03/1872762/original.jpg,6/28/2022 14:39,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 51262501,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH329046,214534,GeoJSON,6.374120235,2.393280029,User: 51262501,University of Abomey Calavi,container: artificial,31NDH329046,214534,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.37412', 'location.locationDetails.stationaryProperties.longitude': '2.39328'}",Point,"['2.39328', '6.37412']"
13,2.39328,6.37412,GLOBE Observer Mosquito Habitats,Moquito Habitats 51262501,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/3/2020 10:11,9/3/2020 0:00,https://data.globe.gov/system/photos/2020/09/03/1872761/original.jpg,6/28/2022 14:39,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 51262501,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH329046,214534,GeoJSON,6.374120235,2.393280029,User: 51262501,University of Abomey Calavi,container: artificial,31NDH329046,214534,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.37412', 'location.locationDetails.stationaryProperties.longitude': '2.39328'}",Point,"['2.39328', '6.37412']"
14,2.39418,6.37502,GLOBE Observer Mosquito Habitats,Moquito Habitats 51262501,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/3/2020 9:48,9/3/2020 0:00,https://data.globe.gov/system/photos/2020/09/03/1872759/original.jpg,6/28/2022 14:39,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 51262501,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH330047,214533,GeoJSON,6.375020027,2.394180059,User: 51262501,University of Abomey Calavi,still: lake/pond/swamp,31NDH330047,214533,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.37502', 'location.locationDetails.stationaryProperties.longitude': '2.39418'}",Point,"['2.39418', '6.37502']"
15,2.39418,6.37502,GLOBE Observer Mosquito Habitats,Moquito Habitats 51262501,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/3/2020 9:55,9/3/2020 0:00,https://data.globe.gov/system/photos/2020/09/03/1872760/original.jpg,6/28/2022 14:39,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 51262501,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH330047,214533,GeoJSON,6.375020027,2.394180059,User: 51262501,University of Abomey Calavi,still: lake/pond/swamp,31NDH330047,214533,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.37502', 'location.locationDetails.stationaryProperties.longitude': '2.39418'}",Point,"['2.39418', '6.37502']"
16,2.39328,6.37412,GLOBE Observer Mosquito Habitats,Moquito Habitats 51262501,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/3/2020 10:14,9/3/2020 0:00,https://data.globe.gov/system/photos/2020/09/03/1872764/original.jpg,6/28/2022 14:39,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 51262501,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH329046,214534,GeoJSON,6.374120235,2.393280029,User: 51262501,University of Abomey Calavi,still: lake/pond/swamp,31NDH329046,214534,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.37412', 'location.locationDetails.stationaryProperties.longitude': '2.39328'}",Point,"['2.39328', '6.37412']"
17,2.30099,6.41651,GLOBE Observer Mosquito Habitats,Moquito Habitats 51262501,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/3/2020 12:17,9/3/2020 0:00,https://data.globe.gov/system/photos/2020/09/03/1872932/original.jpg,6/28/2022 14:39,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 51262501,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH227093,214542,GeoJSON,6.416510105,2.300990105,User: 51262501,University of Abomey Calavi,still: lake/pond/swamp,31NDH227093,214542,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.41651', 'location.locationDetails.stationaryProperties.longitude': '2.30099'}",Point,"['2.30099', '6.41651']"
18,2.33896,6.4229,GLOBE Observer Mosquito Habitats,Moquito Habitats 51262501,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",10/17/2020 13:44,10/17/2020 0:00,https://data.globe.gov/system/photos/2020/10/17/1967745/original.jpg,6/28/2022 14:41,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 51262501,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH269100,219693,GeoJSON,6.4229002,2.338959932,User: 51262501,University of Abomey Calavi,container: artificial,31NDH269100,219693,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.4229', 'location.locationDetails.stationaryProperties.longitude': '2.33896'}",Point,"['2.33896', '6.4229']"
19,2.33896,6.4229,GLOBE Observer Mosquito Habitats,Moquito Habitats 51262501,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",10/17/2020 13:42,10/17/2020 0:00,https://data.globe.gov/system/photos/2020/10/17/1967744/original.jpg,6/28/2022 14:41,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 51262501,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH269100,219693,GeoJSON,6.4229002,2.338959932,User: 51262501,University of Abomey Calavi,still: lake/pond/swamp,31NDH269100,219693,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.4229', 'location.locationDetails.stationaryProperties.longitude': '2.33896'}",Point,"['2.33896', '6.4229']"
20,2.33896,6.4229,GLOBE Observer Mosquito Habitats,Moquito Habitats 51262501,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",10/17/2020 13:45,10/17/2020 0:00,https://data.globe.gov/system/photos/2020/10/17/1967746/original.jpg,6/28/2022 14:41,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 51262501,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH269100,219693,GeoJSON,6.4229002,2.338959932,User: 51262501,University of Abomey Calavi,container: artificial,31NDH269100,219693,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.4229', 'location.locationDetails.stationaryProperties.longitude': '2.33896'}",Point,"['2.33896', '6.4229']"
21,2.36232,6.54685,GLOBE Observer Mosquito Habitats,Moquito Habitats 51262501,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",10/10/2020 10:40,10/10/2020 0:00,https://data.globe.gov/system/photos/2020/10/10/1953117/original.jpg,6/28/2022 14:41,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 51262501,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH295237,218907,GeoJSON,6.546850204,2.362319946,User: 51262501,University of Abomey Calavi,container: artificial,31NDH295237,218907,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.54685', 'location.locationDetails.stationaryProperties.longitude': '2.36232'}",Point,"['2.36232', '6.54685']"
22,2.39056,6.37411,GLOBE Observer Mosquito Habitats,Moquito Habitats 51262501,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/30/2020 11:22,9/30/2020 0:00,https://data.globe.gov/system/photos/2020/09/30/1932546/original.jpg,6/28/2022 14:39,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 51262501,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH326046,218015,GeoJSON,6.374110222,2.390559912,User: 51262501,University of Abomey Calavi,still: lake/pond/swamp,31NDH326046,218015,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.37411', 'location.locationDetails.stationaryProperties.longitude': '2.39056'}",Point,"['2.39056', '6.37411']"
23,2.3559,6.61016,GLOBE Observer Mosquito Habitats,Moquito Habitats 51262501,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",56:00.0,9/30/2020 0:00,https://data.globe.gov/system/photos/2020/09/30/1933081/original.jpg,6/28/2022 14:39,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 51262501,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH288307,218035,GeoJSON,6.610159874,2.355900049,User: 51262501,University of Abomey Calavi,still: lake/pond/swamp,31NDH288307,218035,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.61016', 'location.locationDetails.stationaryProperties.longitude': '2.3559'}",Point,"['2.3559', '6.61016']"
24,2.39056,6.37411,GLOBE Observer Mosquito Habitats,Moquito Habitats 51262501,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/30/2020 11:19,9/30/2020 0:00,https://data.globe.gov/system/photos/2020/09/30/1932544/original.jpg,6/28/2022 14:39,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 51262501,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH326046,218015,GeoJSON,6.374110222,2.390559912,User: 51262501,University of Abomey Calavi,still: lake/pond/swamp,31NDH326046,218015,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.37411', 'location.locationDetails.stationaryProperties.longitude': '2.39056'}",Point,"['2.39056', '6.37411']"
